fdic_cert_number,failure_date,bank_name,city,state,acquiring_institution,event_type,distress_label
4093,1985-02-07,FARMERS NATIONAL BANK OF ERICK,ERICK,,,failure,1
4523,1985-02-07,FIRST NATIONAL BANK OF WOODBINE,WOODBINE,,,failure,1
22822,1985-02-01,CITIZENS FIDELITY BANK,BRISTOL,,,failure,1
17833,1985-01-25,THE STEELE STATE BANK,CHEROKEE,,,failure,1
13812,1985-01-24,FIRST NATIONAL BANK IN CLARKSVILLE,CLARKSVILLE,,,failure,1
4141,1985-01-24,THE FIRST NATIONAL BANK IN MARLOW,MARLOW,,,failure,1
22757,1985-01-11,COAST COMMUNITY BANK,HARBOR,,,failure,1
18751,1985-01-07,STATE BANK OF DANNEBROG,DANNEBROG,,,failure,1
22433,1985-01-04,CITIZENS STATE BANK,EDGERTON,,,failure,1
30066,1985-01-01,FIDELITY S&L,MARTINS FERRY,,,assistance,1
32067,1985-01-01,PEOPLES S&LA,HONOLULU,,,assistance,1
22160,1984-12-22,FIRST SECURITY BANK,SANDWICH,,,failure,1
17700,1984-12-20,THE FARMERS STATE BANK,SELDEN,,,failure,1
20978,1984-12-18,UEHLING STATE BANK,UEHLING,,,failure,1
21505,1984-12-11,UNIVERSITY BANK OF WICHITA,WICHITA,,,failure,1
18946,1984-12-07,FARMERS STATE BK OF HOLYOKE,HOLYOKE,,,failure,1
31987,1984-12-07,SAN MARINO S&LA,SAN MARINO,,,failure,1
22999,1984-12-04,GOLDEN SPIKE STATE BANK,TREMONTON,,,failure,1
2378,1984-11-30,THE DAYTON BK & TR CO.,DAYTON,,,failure,1
12429,1984-11-29,THE STRONG CITY STATE BANK,STRONG CITY,,,failure,1
31848,1984-11-16,AMERICAN S&LA,KNOXVILLE,,,assistance,1
31890,1984-11-16,EAST TENNESSEE,KNOXVILLE,,,assistance,1
21016,1984-11-16,FIRST AMERICAN BANKING COMPANY,PENDLETON,,,failure,1
31877,1984-11-16,JOHN SEVIER S&LA,SEVIERVILLE,,,assistance,1
30848,1984-11-16,KNOX FS&LA,KNOXVILLE,,,assistance,1
31883,1984-11-16,SAVANNAH FS&LA,SAVANNAH,,,failure,1
4671,1984-10-25,THE FIRST NAT BK OF GAYLORD,GAYLORD,,,failure,1
8342,1984-10-24,FARMERS STATE BANK,KILGORE,,,failure,1
16646,1984-10-24,STATE BANK OF BOYD,BOYD,,,failure,1
1994,1984-10-24,THE BANK OF CODY,CODY,,,failure,1
8985,1984-10-19,AMERICAN STATE BANK,THOMAS,,,failure,1
11008,1984-10-12,BUCKLIN STATE BANK OF BUCKLIN,BUCKLIN,,,failure,1
16991,1984-10-12,ONEIDA BK & TR CO.,ONEIDA,,,failure,1
12867,1984-10-10,THE REXFORD STATE BANK,REXFORD,,,failure,1
9883,1984-10-05,THE FARMERS & MERCHANTS BANK,TECUMSEH,,,failure,1
30939,1984-10-02,FIDELITY FS&LA,CORINTH,,,assistance,1
31617,1984-10-01,HOME FS&LA,PONCE,,,assistance,1
28764,1984-10-01,SUBURBIA FS&LA,GARDEN CITY,,,assistance,1
16148,1984-09-28,ORANGE SAVINGS BANK,LIVINGSTON,,,assistance,1
27781,1984-09-21,CONTINENTAL FS&LA,CLEVELAND,,,assistance,1
2304,1984-09-21,SECURITY STATE BANK,WEATHERFORD,,,failure,1
22369,1984-09-20,CENTURY NATIONAL BANK,JACKSONVILLE,,,failure,1
16531,1984-09-19,BANK OF VERDIGRE & TRUST COMPANY,VERDIGRE,,,failure,1
19119,1984-09-14,COMMUNITY BK & TR CO.,ENID,,,failure,1
233,1984-09-07,OAKLAND SAVINGS BANK,OAKLAND,,,failure,1
29456,1984-09-07,UNION FS&LA,INDIANAPOLIS,,,assistance,1
13256,1984-09-06,DAVID CITY BANK,DAVID CITY,,,failure,1
29892,1984-09-01,RHODE ISLAND FS&LA,PROVIDENCE,,,assistance,1
22485,1984-08-31,BANK OF THE NORTHWEST,EUGENE,,,failure,1
31284,1984-08-28,AMERICAN HERITAGE SAVINGS FA,BLOOMINGTON,,,assistance,1
28418,1984-08-28,FIDELITY FS&LA,BALTIMORE,,,assistance,1
9219,1984-08-24,HEREFORD STATE BANK,HEREFORD,,,failure,1
4780,1984-08-22,THE FIRST STATE BANK,THAYER,,,failure,1
14422,1984-08-16,AMERICAN NAT BK IN MCLEAN,MCLEAN,,,failure,1
23765,1984-08-16,GIROD TRUST COMPANY,SAN JUAN,,,failure,1
28546,1984-08-10,CENTURY FS&LA,CEDARHURST,,,assistance,1
10480,1984-08-10,PEOPLES STATE BANK OF CLAY COUNTY,POLAND,,,failure,1
14796,1984-08-10,THE TINGLEY STATE SAVINGS BANK,MOUNT AYR,,,failure,1
3895,1984-08-09,JACKSON COUNTY NATIONAL BANK,TUCKERMAN,,,failure,1
31414,1984-08-01,MITCHELL HOME S&LA,MITCHELL,,,assistance,1
10699,1984-07-24,COALMONT SAVINGS BANK,COALMONT,,,failure,1
31392,1984-07-24,"QUEEN CITY S&LA, WA",SEATTLE,,,assistance,1
18510,1984-07-19,THE GUARANTY BK OF SAINT PAUL,ST. PAUL,,,failure,1
29182,1984-07-18,WINDOM FS&LA,WINDOM,,,assistance,1
3782,1984-07-12,THE COFFEEN NATIONAL BANK,COFFEEN,,,failure,1
16654,1984-06-29,EAST TEXAS BK & TR CO.,LONGVIEW,,,failure,1
9175,1984-06-27,AMERICAN BANK,SAINT JOSEPH,,,failure,1
4424,1984-06-21,THE FARMERS NAT BK OF AURELIA,AURELIA,,,failure,1
12213,1984-06-18,REPUBLIC BK OF KANSAS CITY,KANSAS CITY,,,failure,1
9009,1984-06-15,FARMERS STATE BANK,LYONS,,,failure,1
5631,1984-06-15,THE CORNING BANK,CORNING,,,failure,1
20188,1984-06-15,THE LAWRENCE COUNTY BANK,LAWRENCEBURG,,,failure,1
31644,1984-06-08,AMERICAN S&LA,DEDEDO,,,assistance,1
23362,1984-06-08,STEWARDSHIP BANK OF OREGON,PORTLAND,,,failure,1
9054,1984-06-05,CHEROKEE COUNTY BANK,CENTRE,,,failure,1
22848,1984-06-01,GARDEN GROVE COMMUNITY BANK,GARDEN GROVE,,,failure,1
24098,1984-05-24,FIRST NAT BK OF PRIOR LAKE,PRIOR LAKE,,,failure,1
21410,1984-05-18,BANK OF IRVINE,IRVINE,,,failure,1
21891,1984-05-18,BLEDSOE COUNTY BANK,PIKEVILLE,,,failure,1
11791,1984-05-18,PLANTERS TRUST & SAVINGS BANK OF OPELOUSAS,OPELOUSAS,,,failure,1
22568,1984-05-18,WASHINGTON NAT BK OF CHICAGO,CHICAGO,,,failure,1
3622,1984-05-17,CONTINENTAL ILLINOIS NAT BK & TR,CHICAGO,,,assistance,1
31636,1984-05-16,INVESTORS S&LA,HOUSTON,,,assistance,1
18112,1984-05-11,FIRST CONTINENTAL BANK & TRUST COMPANY OF,DEL CITY,,,failure,1
17036,1984-05-11,THE MISSISSIPPI BANK,JACKSON,,,failure,1
23358,1984-05-08,THE NAT BK OF CARMEL,CARMEL-BY-THE-SEA,,,failure,1
23335,1984-05-04,FIRST NATIONAL BANK,SNYDER,,,failure,1
22861,1984-05-04,STATE BANK OF MILLS,MILLS,,,failure,1
5239,1984-05-04,THE FIRST NAT BK OF RUSHFORD,RUSHFORD,,,failure,1
19091,1984-05-04,WESTERN NATIONAL BK OF CASPER,CASPER,,,failure,1
1472,1984-04-27,CITIZENS BK OF MONROE COUNTY,TELICO PLAINS,,,failure,1
22744,1984-04-27,WEST COAST BANK,LOS ANGELES,,,failure,1
18527,1984-04-26,UNITED OF AMERICA BANK,CHICAGO,,,failure,1
9312,1984-04-19,GAMALIEL BANK,GAMALIEL,,,failure,1
4380,1984-04-19,THE SHELBY NAT BK OF SHELBYVILLE,SHELBYVILLE,,,failure,1
18961,1984-04-13,SECURITY NATIONAL BK OF LUBBOCK,LUBBOCK,,,failure,1
20227,1984-04-06,FIRST SECURITY BANK,ERWIN,,,failure,1
22210,1984-04-06,WATAUGA VALLEY BANK,ELIZABETHTON,,,failure,1
31836,1984-04-03,AMERICAN S&LA,BILOXI,,,failure,1
29184,1984-04-02,FIRST FS AND LA OF GRAND FORKS AND MINOT,MINOT,,,assistance,1
30911,1984-04-01,SCANDIA S&LA,DES MOINES,,,assistance,1
22093,1984-03-16,HERITAGE BANK,ANAHEIM,,,failure,1
15783,1984-03-16,SEMINOLE STATE NATIONAL BANK,SEMINOLE,,,failure,1
31716,1984-03-14,EMPIRE S&LA,MESQUITE,,,failure,1
14598,1984-03-09,NATIONAL BANK AND TRUST COMPANY OF TRAVERS,TRAVERSE CITY,,,failure,1
22922,1984-03-02,ALL AMERICAN NATIONAL BANK,VIRGINA GARDENS,,,failure,1
22784,1984-03-02,UNITED BANK OF OREGON,MILWAUKIE,,,failure,1
30102,1984-03-01,HOME S&LA,NORWALK,,,assistance,1
1177,1984-02-17,BROWNFIELD STATE BK & TR CO.,BROWNFIELD,,,failure,1
19282,1984-02-10,WEST OLYMPIA BANK,LOS ANGELES,,,failure,1
10466,1984-02-08,HERITAGE BANK OF BUREAU COUNTY,DEPUE,,,failure,1
22929,1984-02-03,EMERALD EMPIRE BANKING CO.,SPRINGFIELD,,,failure,1
843,1984-02-03,THE TUCKER COUNTY BANK,PARSONS,,,failure,1
20567,1984-01-27,INDIAN SPRINGS STATE BANK,KANSAS CITY,,,failure,1
31584,1984-01-27,UNION MUTUAL S&LA,RICHMOND,,,failure,1
9960,1984-01-20,CITY & COUNTY BK OF JEFFERSON CT,WHITE PINE,,,failure,1
4971,1984-01-06,FARMERS BK & TR CO.,WINCHESTER,,,failure,1
31558,1983-12-30,FIRST FS&LA OF MONROEVILLE,MONROEVILLE,,,assistance,1
27882,1983-12-27,CITIZENS S&LA,MIDDLETOWN,,,assistance,1
431,1983-12-16,THE BANK OF RED OAK,RED OAK,,,failure,1
1731,1983-12-13,BANK OF HACKLEBURG,HACKLEBURG,,,failure,1
23674,1983-12-09,UNION TRUST COMPANY,SAN JUAN,,,failure,1
31114,1983-12-02,METRO FS&LA,LAKE CHARLES,,,failure,1
30478,1983-12-01,BOHEMIAN S&LA,ST. LOUIS,,,assistance,1
11692,1983-11-25,ATKINSON TRUST & SAVINGS BANK,ATKINSON,,,failure,1
31275,1983-11-14,AMERICAN FS&LA,FORT WAYNE,,,assistance,1
28768,1983-11-14,FIRST FS&LA OF FT. WAYNE,FORT WAYNE,,,assistance,1
31557,1983-11-14,FT. WAYNE FS&LA,FORT WAYNE,,,assistance,1
29453,1983-11-14,SOUTH BEND FS&LA,SOUTH BEND,,,assistance,1
2166,1983-11-11,FIRST NAT BK OF BROWNING,BROWNING,,,failure,1
31281,1983-11-03,"STATE OF CLOVIS, SA",CLOVIS,,,failure,1
30642,1983-10-28,CLEVELAND COMMUNITY SAVINGS CO.,CLEVELAND,,,failure,1
30396,1983-10-14,FIRST CAROLINA FS&LA,COLUMBIA,,,assistance,1
3343,1983-10-14,THE FIRST NAT BK OF MIDLAND,MIDLAND,,,failure,1
22807,1983-10-07,THE DESCHUTES BANK,REDMOND,,,failure,1
15955,1983-10-01,AUBURN SAVINGS BANK,AUBURN,,,assistance,1
28181,1983-09-30,BASTROP FS&LA,BASTROP,,,assistance,1
19609,1983-09-30,DOMINION BK OF DENVER,DENVER,,,failure,1
17957,1983-09-30,NATIONAL BK OF ODESSA,ODESSA,,,failure,1
31178,1983-09-30,SECURITY S&LA,VILLE PLATTE,,,assistance,1
20736,1983-09-16,WARREN COUNTY BANK,MCMINNIVILLE,,,failure,1
16614,1983-09-02,THE DOUGLASS STATE BANK,KANSAS CITY,,,failure,1
28365,1983-09-01,CITIZENS FS&LA OF MARYSVILLE,MARYSVILLE,,,assistance,1
29255,1983-08-31,1ST FS&LA OF E. CHICAGO,EAST CHICAGO,,,assistance,1
30932,1983-08-31,COMMUNITY FS&LA,HIALEAH,,,assistance,1
29651,1983-08-31,GARY FS&LA,GARY,,,assistance,1
28881,1983-08-31,SUBURBAN S&LA,WAYNE,,,assistance,1
30170,1983-08-31,WASHINGTON FS&LA,NEW YORK,,,assistance,1
22577,1983-08-26,UNITED SOUTHERN BANK OF CLARKSVILLE,CLARKSVILLE,,,failure,1
17815,1983-08-12,FIRST COMMERCE BK OF HAWKINS CTY,ROGERSVILLE,,,failure,1
30861,1983-08-12,GIBRALTAR S&LA,MAPLEWOOD,,,assistance,1
28457,1983-08-05,FIRST FLORIDA S&LA,GAINESVILLE,,,assistance,1
31603,1983-08-05,MIDDLE PNSLA NRTH. NECK FS&LA,GLOUCESTER,,,assistance,1
31885,1983-08-05,MT. VERNON S&LA,ROSSLYN,,,assistance,1
9572,1983-08-05,OREGON MUTUAL SAVINGS BANK,PORTLAND,,,assistance,1
3643,1983-08-05,THE FIRST NAT BK OF DANVERS,DANVERS,,,failure,1
8429,1983-07-29,FIRST PEOPLES BANK OF WASHINGTON COUNTY,JOHNSON CITY,,,failure,1
22765,1983-07-29,METRO BANK,MIDLAND,,,failure,1
30484,1983-07-22,GUARANTY FS&LA,TAYLOR,,,assistance,1
31172,1983-07-08,ANTIOCH S&LA,ANTIOCH,,,failure,1
13189,1983-07-08,BANK OF NIOBRARA,NIOBRARA,,,failure,1
4963,1983-07-08,THE FIRST CENTRAL BANK,SMITHVILLE,,,failure,1
16946,1983-07-08,UNION NAT BK OF CHICAGO,CHICAGO,,,failure,1
29843,1983-07-05,PROVIDENT S&LA,PHILADELPHIA,,,assistance,1
27620,1983-07-01,MUTUAL FS&LA OF MASON CITY,MASON CITY,,,assistance,1
23501,1983-06-30,MINERAL BK OF NEVADA,LAS VEGAS,,,failure,1
31288,1983-06-24,COLONIAL SA,HOUSTON,,,assistance,1
28255,1983-06-24,NORTHERN FS&LA,ST. PAUL,,,assistance,1
19261,1983-06-24,WESTERN NAT BK OF LOVELL,LOVELL,,,failure,1
6066,1983-06-17,COMMUNITY BANK,HARTFORD,,,failure,1
31475,1983-06-10,FIRST DAKOTA HOME S&LA,PIERRE,,,assistance,1
30549,1983-06-10,FIRST FS&LA OF SIOUX FALLS,SIOUX FALLS,,,assistance,1
31640,1983-06-06,JACKSON FS&LA,JACKSON,,,assistance,1
29489,1983-06-03,WOMEN'S FS&LA,CLEVELAND,,,assistance,1
31207,1983-06-02,FIRST FS&LA OF WALWORTH COUNTY,DELAVAN,,,assistance,1
27994,1983-05-31,CONTINENTAL S&LA,NEW ORLEANS,,,assistance,1
4925,1983-05-27,CITY & COUNTY BK OF ANDERSON CTY,LAKE CITY,,,failure,1
20494,1983-05-27,CITY & COUNTY BK OF KNOX COUNTY,KNOXVILLE,,,failure,1
1473,1983-05-27,CITY & COUNTY BK OF ROANE CTY,KINGSTON,,,failure,1
21364,1983-05-27,THE COMMERCIAL BK OF CALIFORNIA,LOS ANGELES,,,failure,1
20332,1983-05-27,UNITED AMERICAN BANK IN HAMILTON COUNTY,CHATTANOOGA,,,failure,1
21030,1983-05-27,UNITED SOUTHERN BK OF NASHVILLE,NASHVILLE,,,failure,1
1483,1983-05-06,SMITH COUNTY BANK,CARTHAGE,,,failure,1
18550,1983-04-29,FIRST NAT BK OF OAK LAWN,OAK LAWN,,,failure,1
22808,1983-04-29,HERITAGE BANK,ASHLAND,,,failure,1
27784,1983-04-28,GUARANTY S&LA,PITTSBURGH,,,assistance,1
15301,1983-04-15,SPARTA-SANDERS STATE BANK,SPARTA,,,failure,1
30354,1983-04-11,NORTHWESTERN S&LA,NORMANDY,,,assistance,1
23143,1983-04-08,BANK OF SAN MARINO,SAN MARINO,,,failure,1
1810,1983-04-08,THE INA STATE BANK,INA,,,failure,1
30841,1983-04-06,BISCAYNE FS&LA,MIAMI,,,assistance,1
31863,1983-04-01,NORTH MISSISSIPPI S&LA,CLARKSDALE,,,assistance,1
23043,1983-03-25,BEAR CREEK VALLEY BANK,PHOENIX,,,failure,1
16290,1983-03-24,PRAIRIE COUNTY BANK,HAZEN,,,failure,1
31338,1983-03-21,TWIN PINES FS&LA,BERKELEY,,,assistance,1
22310,1983-03-18,COLUMBIA PACIFIC BK & TR CO.,PORTLAND,,,failure,1
20461,1983-03-18,PAN AMERICAN NATIONAL BANK,UNION CITY,,,failure,1
23085,1983-03-11,NEWPORT HARBOUR NATIONAL BANK,NEWPORT BEACH,,,failure,1
31258,1983-03-05,FIRST FS&LA OF NEWPORT NEWS,NEWPORT NEWS,,,assistance,1
31306,1983-03-05,PENINSULA FS&LA,NEWPORT NEWS,,,assistance,1
29964,1983-03-04,LEADER S&LA,MONROE,,,assistance,1
27823,1983-03-01,GEM FS&LA,NORWOOD,,,assistance,1
28324,1983-03-01,UNITED S&LA,CINCINNATI,,,assistance,1
30814,1983-02-28,CARONDELET S&LA ALSO CASE 115,ST. LOUIS,,,assistance,1
28333,1983-02-28,FIRST FS&LA OF MOBERLY,MOBERLY,,,assistance,1
19020,1983-02-25,AMERICAN CITY BANK,LOS ANGLES,,,failure,1
23035,1983-02-18,MERCHANTS & FARMERS STATE BANK,BLYTHE,,,failure,1
4943,1983-02-14,UNITED AMERICAN BK IN KNOXVILLE,KNOXVILLE,,,assistance,1
22880,1983-02-12,AMERICAN STATE BANK,BRADLEY,,,failure,1
30558,1983-02-12,METROPOLITAN SA,FARMINGTON,,,assistance,1
16065,1983-02-09,DRY DOCK SAVINGS BANK,NEW YORK,,,assistance,1
15748,1983-02-09,STATE BANK OF BARNUM,BARNUM,,,failure,1
30092,1983-02-03,MANNING S&LA,CHICAGO,,,failure,1
8593,1983-01-21,THE MADISON COUNTY BANK,FREDERICKTOWN,,,failure,1
31620,1983-01-14,VALLEY FIRST FS&LA,EL CENTRO,,,failure,1
29586,1983-01-06,LANSING FS&LA,LANSING,,,assistance,1
28872,1982-12-20,CLAY COUNTY FS&LA,WEST POINT,,,assistance,1
29159,1982-12-20,FIRST FS&LA OF CRISP COUNTY,CORDELE,,,assistance,1
29969,1982-12-20,FIRST HOME FS&LA,OWENSBORO,,,assistance,1
29736,1982-12-20,GARFIELD FS&LA,POTTSTOWN,,,assistance,1
31574,1982-12-20,HOME TRUST S&LA,VERMILLION,,,assistance,1
29229,1982-12-20,MID-CITY FS&LA,NORTH WALES,,,assistance,1
30366,1982-12-20,PEACHTREE FS&LA,ATLANTA,,,assistance,1
31439,1982-12-20,SECURITY FS&LA,MAYFIELD,,,assistance,1
29117,1982-12-20,SOUTH EAST FS&LA,LOUISVILLE,,,assistance,1
30018,1982-12-17,CHICAGOLAND FS&LA,CHICAGO,,,assistance,1
9874,1982-12-16,THE SECURITY STATE BANK,MOORELAND,,,failure,1
8287,1982-12-10,BOLLINGER COUNTY BANK,LUTESVILLE,,,failure,1
30729,1982-11-19,NORTH KANSAS SA,BELOIT,,,failure,1
3334,1982-11-19,RANCHLANDER NATIONAL BANK,MELVIN,,,failure,1
28076,1982-11-15,ISLAND S&LA,HEMPSTEAD,,,assistance,1
29218,1982-11-15,SOUTH SHORE FS&LA,MASSAPEQUA,,,assistance,1
12527,1982-11-12,BANK OF QUITMAN,QUITMAN,,,failure,1
22364,1982-11-05,TEXAS BK OF AMARILLO,AMARILLO,,,failure,1
6799,1982-11-05,THE FIRST NATIONAL BANK OF SOUTH CHARLESTO,SOUTH CHARLESTON,,,failure,1
9053,1982-11-02,CEDAR BLUFF BANK,CEDAR BLUFF,,,failure,1
28987,1982-10-22,CORSICANA FS&LA,CORSICANA,,,assistance,1
31651,1982-10-22,MODERN S&LA,PASADENA,,,assistance,1
15931,1982-10-15,MECHANICS SAVINGS BANK,ELMIRA,,,assistance,1
28297,1982-10-12,FIRST FS&LA,BOSTON,,,assistance,1
28203,1982-10-12,FREEDOM FS&LA,WORCESTER,,,assistance,1
18505,1982-10-08,TRI-STATE BANK,MARKHAM,,,failure,1
4168,1982-10-03,OKLAHOMA NATIONAL BK & TR CO.,OKLAHOMA CITY,,,assistance,1
30472,1982-10-01,1ST OF DELRAY BEACH S&LA,DELRAY BEACH,,,assistance,1
30216,1982-10-01,BARTON S&LA,NEWARK,,,assistance,1
29326,1982-10-01,DIXIE FS&LA,NEW ORLEANS,,,assistance,1
31365,1982-10-01,HERITAGE FS&LA,BOSSIER CITY,,,assistance,1
31301,1982-10-01,UNION FS&LA,PINEVILLE,,,assistance,1
15937,1982-09-24,UNITED MUTUAL SAVINGS BANK,NEW YORK,,,assistance,1
31527,1982-09-21,FIRST FS&LA,SPRINGHILL,,,assistance,1
31475,1982-09-20,FIRST DAKOTA HOME S&LA,PIERRE,,,assistance,1
31895,1982-09-20,FIRST FS&LA OF ACADIA,RAYNE,,,assistance,1
28941,1982-09-20,FIRST FS&LA OF NEW YORK,NEW YORK CITY,,,assistance,1
30549,1982-09-20,FIRST FS&LA OF SIOUX FALLS,SIOUX FALLS,,,assistance,1
31942,1982-09-20,REPUBLIC FS&LA,LAFAYETTE,,,assistance,1
30769,1982-09-10,INVESTORS S&LA,FAIRVIEW HEIGHTS,,,assistance,1
30958,1982-09-10,UNION FS&LA OF NEW YORK,NEW YORK,,,assistance,1
31337,1982-09-10,VANDALIA CITIZENS S&LA,VANDALIA,,,assistance,1
10692,1982-09-03,HOHENWALD NATIONAL BANK,HOHENWALD,,,failure,1
28108,1982-09-01,FIRST FS&LA,PEORIA,,,assistance,1
29948,1982-09-01,HAVRE FS&LA,HAVRE,,,assistance,1
28822,1982-09-01,UNION OF COOK COUNTY,MATTESON,,,assistance,1
31609,1982-08-27,CORONADO S&LA,ALBUQUERQUE,,,assistance,1
1758,1982-08-27,FIRST SECURITY BANK OF NORTH ARKANSAS,HORSESHOE,,,failure,1
3774,1982-08-27,SECURITY BK & TR COMPANY,CAIRO,,,failure,1
23308,1982-08-27,WESTERN NATIONAL BANK,SANTA ANA,,,failure,1
19019,1982-08-06,ABILENE NATIONAL BANK,ABILENE,,,assistance,1
30796,1982-08-06,FIRST FS&LA OF SUFFOLK,SUFFOLK,,,assistance,1
16558,1982-08-06,MOUNT PLEASANT BK & TR COMPANY,MOUNT PLEASANT,,,failure,1
30500,1982-08-02,GUARDIAN FS&LA,SILVER SPRING,,,assistance,1
28099,1982-08-02,MUTUAL S&LA OF EL PASO,EL PASO,,,assistance,1
29976,1982-08-02,RIVER EDGE S&LA,RIVER EDGE,,,assistance,1
31034,1982-07-31,ALLIED FS&LA,JAMAICA,,,assistance,1
27679,1982-07-31,FIRST FS&LA OF BURLINGTON CTY,CINNAMONSON,,,assistance,1
28584,1982-07-31,PRINCETON S&LA,PRINCETON,,,assistance,1
30321,1982-07-30,AMERICAN FS&LA,SOUTHFIELD,,,assistance,1
29308,1982-07-30,FIRST OF MID FLORIDA,DELAND,,,assistance,1
27906,1982-07-30,HARRIS COUNTY FS&LA,BAYTOWN,,,assistance,1
30967,1982-07-30,UNITED FS&LA OF PUERTO RICO,SAN JUAN,,,assistance,1
19831,1982-07-30,UNITY BK & TR COMPANY,BOSTON,,,failure,1
12767,1982-07-27,GUARANTY BOND STATE BANK,REDWATER,,,failure,1
17716,1982-07-27,THE BOWIE COUNTY STATE BANK,HOOKS,,,failure,1
29452,1982-07-16,FIRST FS&LA OF PITTSTON,PITTSTON,,,assistance,1
31683,1982-07-15,TRI-LAKES FS&LA,BRANSON,,,assistance,1
18153,1982-07-05,"PENN SQUARE BANK, N.A.",OKLAHOMA CITY,,,failure,1
13586,1982-07-02,THE BELLE-BLAND BANK,BLAND,,,failure,1
10454,1982-06-25,FARMERS STATE BK OF LEWISTON,LEWISTON,,,failure,1
15933,1982-06-23,CITIZENS BANK,TILLAR,,,failure,1
22321,1982-06-12,BANCO REGIONAL,BAYAMON,,,failure,1
27899,1982-06-10,FIDELITY FS&LA,VALLEY CITY,,,assistance,1
31798,1982-06-01,MONTEBELLO FS&LA,MONTEBELLO,,,assistance,1
30975,1982-05-31,UNITED FS&LA,BALTIMORE,,,assistance,1
20794,1982-05-15,COMMUNITY BK OF WASHTENAW,YPSILANTAI,,,failure,1
18299,1982-05-01,COLES COUNTY NATIONAL BANK OF CHARLESTON,CHARLESTON,,,failure,1
21569,1982-04-30,CARROLL COUNTY BANK,HUNTINGTON,,,failure,1
20988,1982-04-29,PACIFIC COAST BANK,SAN DIEGO,,,failure,1
22103,1982-04-16,NATIONAL SECURITY BANK,TYLER,,,failure,1
29935,1982-04-15,COUNTY FS&LA,ROCKVILLE CENTRE,,,assistance,1
29037,1982-04-15,SUFFOLK COUNTY FS&LA,CENTEREACH,,,assistance,1
21068,1982-04-03,AQUIA BK & TR COMPANY,STAFFORD,,,failure,1
31193,1982-04-03,"FIRST FINANCIAL, S&LA",DOWNER'S GROVE,,,assistance,1
28820,1982-04-03,FIRST FS&LA OF CHICAGO,GALENA,,,assistance,1
4467,1982-04-02,THE FIRST NATIONAL BK IN HUMBOLD,HUMBOLDT,,,failure,1
15698,1982-04-02,THE WESTERN SAVING FUND SOCIETY OF PHILADE,PHILADELPHIA,,,assistance,1
28251,1982-04-01,FIDELITY S&LA,SAN FRANCISCO,,,assistance,1
15901,1982-03-26,THE NEW YORK BK FOR SAVINGS,NEW YORK,,,assistance,1
29290,1982-03-15,HARTFORD FS&LA,HARTFORD,,,assistance,1
19776,1982-03-11,FIDELITY MUTUAL SAVINGS BANK,SPOKANE,,,assistance,1
12015,1982-03-11,"UNITED STATES BK OF NEWARK, N.J.",NEWARK,,,assistance,1
29727,1982-03-09,KNICKERBOCKER FS&LA,NEW YORK,,,assistance,1
29409,1982-03-09,NINTH FEDERAL SAVINGS,NEW YORK,,,assistance,1
30711,1982-03-08,MORGAN PARK S&LA,CHICAGO,,,assistance,1
15088,1982-03-01,THE BANK OF WOODSON,WOODSON,,,failure,1
29938,1982-02-20,"ALLIANCE, S&LA",CHICAGO,,,assistance,1
2376,1982-02-20,BANK OF YORKVILLE,YORKVILLE,,,failure,1
12008,1982-02-20,FARMERS & MECHANICS SAVINGS BANK OF MINNEA,MINNEAPOLIS,,,assistance,1
27828,1982-02-20,"NORTH WEST, FS&LA",CHICAGO,,,assistance,1
28244,1982-02-20,"TALMAN HOME, FS&LA",CHICAGO,,,failure,1
31035,1982-02-20,"UNITY, SA",NORRIDGE,,,assistance,1
21623,1982-02-12,METROPOLITAN BK & TR COMPANY,TAMPA,,,failure,1
3751,1982-02-06,THE FIRST NATIONAL BANK AND TRUST COMPANY,TUSCOLA,,,failure,1
30702,1982-02-05,CENTRAL ILLINOIS B&HA,CLINTON,,,assistance,1
31379,1982-02-05,FIRST FS&LA OF SYLVANIA,SYLVANIA,,,assistance,1
30407,1982-02-05,GUARANTY FS&LA,ADEL,,,assistance,1
30913,1982-02-05,PEACH STATE FS&LA,BREMEN,,,assistance,1
31481,1982-02-05,UNITED FS&LA OF BROWARD COUNTY,FORT LAUDERDALE,,,assistance,1
31996,1982-02-01,INGLEWOOD FS&LA,INGLEWOOD,,,assistance,1
29737,1982-01-25,FIRST S&LA OF NEW BRUNSWICK,NEW BRUNSWICK,,,assistance,1
31426,1982-01-15,BUFFALO S&LA,HOUSTON,,,assistance,1
31534,1982-01-15,CIVIC S&LA,IRVING,,,assistance,1
31668,1982-01-15,EL CENTRO FS&LA,DALLAS,,,assistance,1
31268,1982-01-15,HYDE PARK FS&LA,CHICAGO,,,assistance,1
30777,1982-01-15,REPUBLIC OF TEXAS SA,HOUSTON,,,assistance,1
31056,1982-01-15,ROYAL FS&LA,DALLAS,,,assistance,1
15997,1982-01-15,THE WESTERN NEW YORK SAVINGS BK,BUFFALO,,,assistance,1
16051,1981-12-18,UNION DIME SAVINGS BANK,NEW YORK,,,assistance,1
27851,1981-12-17,HAMILTONIAN FS&LA,LADUE,,,assistance,1
30938,1981-12-17,SECURITY FS&LA OF SIKESTON,SIKESTON,,,assistance,1
31200,1981-12-17,SOUTHERN FS&LA OF BROWARD COUNTY,POMPANO BEACH,,,assistance,1
