bank_id,quarter_end_date,fdic_cert_number,n_scored,n_negative,n_positive,neg_share,pos_share,mean_p_negative,mean_p_positive,threshold,model_version
sfnc,2023-12-31,3890,132,1,10,0.0076,0.0758,0.0186,0.1162,0.5,finbert-ft-2026-08-09
sfnc,2024-03-31,3890,104,1,15,0.0096,0.1442,0.0236,0.161,0.5,finbert-ft-2026-08-09
sfnc,2024-06-30,3890,147,2,6,0.0136,0.0408,0.0183,0.0791,0.5,finbert-ft-2026-08-09
sfnc,2024-09-30,3890,83,0,13,0.0,0.1566,0.0139,0.141,0.5,finbert-ft-2026-08-09
sfnc,2024-12-31,3890,93,1,5,0.0108,0.0538,0.0254,0.0819,0.5,finbert-ft-2026-08-09
slm,2020-03-31,58177,16,0,6,0.0,0.375,0.0065,0.368,0.5,finbert-ft-2026-08-09
slm,2020-06-30,58177,10,0,6,0.0,0.6,0.0459,0.5645,0.5,finbert-ft-2026-08-09
slm,2020-09-30,58177,12,0,8,0.0,0.6667,0.0069,0.6205,0.5,finbert-ft-2026-08-09
slm,2020-12-31,58177,14,3,10,0.2143,0.7143,0.1964,0.6745,0.5,finbert-ft-2026-08-09
slm,2021-03-31,58177,12,2,8,0.1667,0.6667,0.1545,0.6366,0.5,finbert-ft-2026-08-09
slm,2021-06-30,58177,7,0,5,0.0,0.7143,0.0068,0.6987,0.5,finbert-ft-2026-08-09
slm,2021-09-30,58177,5,0,3,0.0,0.6,0.0071,0.6124,0.5,finbert-ft-2026-08-09
slm,2021-12-31,58177,10,0,8,0.0,0.8,0.0069,0.7614,0.5,finbert-ft-2026-08-09
slm,2022-03-31,58177,9,0,6,0.0,0.6667,0.0076,0.6326,0.5,finbert-ft-2026-08-09
slm,2022-06-30,58177,6,0,5,0.0,0.8333,0.0072,0.7892,0.5,finbert-ft-2026-08-09
slm,2022-09-30,58177,6,0,4,0.0,0.6667,0.008,0.6334,0.5,finbert-ft-2026-08-09
slm,2022-12-31,58177,7,0,4,0.0,0.5714,0.007,0.5459,0.5,finbert-ft-2026-08-09
slm,2023-03-31,58177,15,0,8,0.0,0.5333,0.0073,0.5137,0.5,finbert-ft-2026-08-09
slm,2023-06-30,58177,8,0,5,0.0,0.625,0.0087,0.593,0.5,finbert-ft-2026-08-09
slm,2023-09-30,58177,7,0,4,0.0,0.5714,0.0079,0.544,0.5,finbert-ft-2026-08-09
slm,2023-12-31,58177,12,0,6,0.0,0.5,0.0132,0.4764,0.5,finbert-ft-2026-08-09
slm,2024-03-31,58177,10,0,6,0.0,0.6,0.0086,0.5702,0.5,finbert-ft-2026-08-09
slm,2024-06-30,58177,8,0,5,0.0,0.625,0.0079,0.5929,0.5,finbert-ft-2026-08-09
slm,2024-09-30,58177,8,0,5,0.0,0.625,0.0077,0.594,0.5,finbert-ft-2026-08-09
slm,2024-12-31,58177,5,0,3,0.0,0.6,0.0071,0.577,0.5,finbert-ft-2026-08-09
sofi,2020-12-31,26881,5,0,4,0.0,0.8,0.0073,0.746,0.5,finbert-ft-2026-08-09
sofi,2021-03-31,26881,5,0,4,0.0,0.8,0.0073,0.7482,0.5,finbert-ft-2026-08-09
sofi,2021-06-30,26881,17,0,5,0.0,0.2941,0.0087,0.2721,0.5,finbert-ft-2026-08-09
sofi,2021-09-30,26881,35,2,3,0.0571,0.0857,0.0521,0.0953,0.5,finbert-ft-2026-08-09
sofi,2021-12-31,26881,42,0,9,0.0,0.2143,0.0157,0.2022,0.5,finbert-ft-2026-08-09
sofi,2022-03-31,26881,69,0,8,0.0,0.1159,0.0103,0.123,0.5,finbert-ft-2026-08-09
sofi,2022-06-30,26881,67,2,3,0.0299,0.0448,0.0362,0.0524,0.5,finbert-ft-2026-08-09
sofi,2022-09-30,26881,42,0,3,0.0,0.0714,0.0088,0.0756,0.5,finbert-ft-2026-08-09
sofi,2022-12-31,26881,38,0,4,0.0,0.1053,0.0221,0.0951,0.5,finbert-ft-2026-08-09
sofi,2023-03-31,26881,151,113,3,0.7483,0.0199,0.7333,0.0217,0.5,finbert-ft-2026-08-09
sofi,2023-06-30,26881,191,4,7,0.0209,0.0366,0.0387,0.0458,0.5,finbert-ft-2026-08-09
sofi,2023-09-30,26881,96,3,9,0.0312,0.0938,0.0422,0.1002,0.5,finbert-ft-2026-08-09
sofi,2023-12-31,26881,77,1,5,0.013,0.0649,0.0249,0.0913,0.5,finbert-ft-2026-08-09
sofi,2024-03-31,26881,164,9,18,0.0549,0.1098,0.0662,0.1034,0.5,finbert-ft-2026-08-09
sofi,2024-06-30,26881,176,6,6,0.0341,0.0341,0.0453,0.0388,0.5,finbert-ft-2026-08-09
sofi,2024-09-30,26881,178,0,2,0.0,0.0112,0.0107,0.0209,0.5,finbert-ft-2026-08-09
sofi,2024-12-31,26881,187,0,5,0.0,0.0267,0.0124,0.0362,0.5,finbert-ft-2026-08-09
ssb,2020-03-31,33555,5,0,3,0.0,0.6,0.0085,0.5651,0.5,finbert-ft-2026-08-09
ssb,2020-06-30,33555,11,0,10,0.0,0.9091,0.0062,0.8512,0.5,finbert-ft-2026-08-09
ssb,2020-09-30,33555,4,0,3,0.0,0.75,0.0069,0.706,0.5,finbert-ft-2026-08-09
ssb,2020-12-31,33555,11,0,7,0.0,0.6364,0.0058,0.5997,0.5,finbert-ft-2026-08-09
ssb,2021-03-31,33555,5,0,4,0.0,0.8,0.0084,0.7349,0.5,finbert-ft-2026-08-09
ssb,2021-06-30,33555,5,0,3,0.0,0.6,0.0062,0.5808,0.5,finbert-ft-2026-08-09
ssb,2021-09-30,33555,10,0,8,0.0,0.8,0.0143,0.7485,0.5,finbert-ft-2026-08-09
ssb,2021-12-31,33555,5,0,4,0.0,0.8,0.0077,0.7606,0.5,finbert-ft-2026-08-09
ssb,2022-03-31,33555,9,0,8,0.0,0.8889,0.0071,0.8054,0.5,finbert-ft-2026-08-09
ssb,2022-06-30,33555,13,1,10,0.0769,0.7692,0.0816,0.7274,0.5,finbert-ft-2026-08-09
ssb,2022-09-30,33555,7,1,3,0.1429,0.4286,0.1472,0.4207,0.5,finbert-ft-2026-08-09
ssb,2022-12-31,33555,14,0,7,0.0,0.5,0.0089,0.4882,0.5,finbert-ft-2026-08-09
ssb,2023-03-31,33555,10,0,5,0.0,0.5,0.0092,0.4842,0.5,finbert-ft-2026-08-09
ssb,2023-06-30,33555,18,0,6,0.0,0.3333,0.0096,0.341,0.5,finbert-ft-2026-08-09
ssb,2023-09-30,33555,7,0,1,0.0,0.1429,0.0134,0.1554,0.5,finbert-ft-2026-08-09
ssb,2023-12-31,33555,8,1,4,0.125,0.5,0.1231,0.4626,0.5,finbert-ft-2026-08-09
ssb,2024-03-31,33555,21,3,6,0.1429,0.2857,0.1304,0.2945,0.5,finbert-ft-2026-08-09
ssb,2024-06-30,33555,14,2,4,0.1429,0.2857,0.1073,0.3188,0.5,finbert-ft-2026-08-09
ssb,2024-09-30,33555,7,0,5,0.0,0.7143,0.0074,0.6777,0.5,finbert-ft-2026-08-09
ssb,2024-12-31,33555,15,0,6,0.0,0.4,0.0079,0.4255,0.5,finbert-ft-2026-08-09
stba,2020-03-31,11124,50,0,12,0.0,0.24,0.0163,0.2508,0.5,finbert-ft-2026-08-09
stba,2020-06-30,11124,27,0,17,0.0,0.6296,0.0137,0.6216,0.5,finbert-ft-2026-08-09
stba,2020-09-30,11124,28,0,13,0.0,0.4643,0.0564,0.4039,0.5,finbert-ft-2026-08-09
stba,2020-12-31,11124,29,0,15,0.0,0.5172,0.057,0.4287,0.5,finbert-ft-2026-08-09
stba,2021-03-31,11124,21,2,11,0.0952,0.5238,0.1029,0.5274,0.5,finbert-ft-2026-08-09
stba,2021-06-30,11124,22,0,15,0.0,0.6818,0.0107,0.6978,0.5,finbert-ft-2026-08-09
stba,2021-09-30,11124,23,0,12,0.0,0.5217,0.0198,0.5682,0.5,finbert-ft-2026-08-09
stba,2021-12-31,11124,22,2,11,0.0909,0.5,0.0914,0.5428,0.5,finbert-ft-2026-08-09
stba,2022-03-31,11124,31,1,18,0.0323,0.5806,0.0599,0.6045,0.5,finbert-ft-2026-08-09
stba,2022-06-30,11124,43,1,23,0.0233,0.5349,0.0321,0.5655,0.5,finbert-ft-2026-08-09
stba,2022-09-30,11124,24,0,15,0.0,0.625,0.0137,0.6592,0.5,finbert-ft-2026-08-09
stba,2022-12-31,11124,25,0,14,0.0,0.56,0.0099,0.6141,0.5,finbert-ft-2026-08-09
stba,2023-03-31,11124,21,0,9,0.0,0.4286,0.0129,0.4863,0.5,finbert-ft-2026-08-09
stba,2023-06-30,11124,115,3,34,0.0261,0.2957,0.0374,0.3268,0.5,finbert-ft-2026-08-09
stba,2023-09-30,11124,60,0,16,0.0,0.2667,0.0337,0.3045,0.5,finbert-ft-2026-08-09
stba,2023-12-31,11124,44,3,9,0.0682,0.2045,0.1038,0.2462,0.5,finbert-ft-2026-08-09
stba,2024-03-31,11124,39,2,13,0.0513,0.3333,0.0633,0.3605,0.5,finbert-ft-2026-08-09
stba,2024-06-30,11124,47,1,20,0.0213,0.4255,0.0877,0.4108,0.5,finbert-ft-2026-08-09
stba,2024-09-30,11124,51,1,17,0.0196,0.3333,0.0621,0.3292,0.5,finbert-ft-2026-08-09
stba,2024-12-31,11124,36,0,6,0.0,0.1667,0.0341,0.2268,0.5,finbert-ft-2026-08-09
stel,2020-03-31,58629,5,0,4,0.0,0.8,0.0077,0.7639,0.5,finbert-ft-2026-08-09
stel,2020-06-30,58629,6,0,4,0.0,0.6667,0.008,0.6428,0.5,finbert-ft-2026-08-09
stel,2020-09-30,58629,6,0,5,0.0,0.8333,0.0076,0.8029,0.5,finbert-ft-2026-08-09
stel,2020-12-31,58629,4,0,3,0.0,0.75,0.0084,0.7296,0.5,finbert-ft-2026-08-09
stel,2021-03-31,58629,4,0,3,0.0,0.75,0.0085,0.7302,0.5,finbert-ft-2026-08-09
stel,2021-06-30,58629,7,0,5,0.0,0.7143,0.0158,0.6627,0.5,finbert-ft-2026-08-09
stel,2021-09-30,58629,5,0,4,0.0,0.8,0.008,0.776,0.5,finbert-ft-2026-08-09
stel,2021-12-31,58629,8,0,7,0.0,0.875,0.0072,0.8407,0.5,finbert-ft-2026-08-09
stel,2022-03-31,58629,5,0,4,0.0,0.8,0.008,0.7731,0.5,finbert-ft-2026-08-09
stel,2022-06-30,58629,8,0,7,0.0,0.875,0.0071,0.7943,0.5,finbert-ft-2026-08-09
stel,2022-09-30,58629,13,0,12,0.0,0.9231,0.0065,0.8632,0.5,finbert-ft-2026-08-09
stel,2022-12-31,58629,14,1,7,0.0714,0.5,0.0822,0.5143,0.5,finbert-ft-2026-08-09
stel,2023-03-31,58629,11,0,8,0.0,0.7273,0.0126,0.597,0.5,finbert-ft-2026-08-09
stel,2023-06-30,58629,19,0,9,0.0,0.4737,0.0148,0.5217,0.5,finbert-ft-2026-08-09
stel,2023-09-30,58629,16,0,6,0.0,0.375,0.0166,0.4228,0.5,finbert-ft-2026-08-09
stel,2023-12-31,58629,31,0,7,0.0,0.2258,0.0148,0.2415,0.5,finbert-ft-2026-08-09
stel,2024-03-31,58629,27,1,15,0.037,0.5556,0.0467,0.5044,0.5,finbert-ft-2026-08-09
stel,2024-06-30,58629,17,0,11,0.0,0.6471,0.0145,0.6615,0.5,finbert-ft-2026-08-09
stel,2024-09-30,58629,10,0,4,0.0,0.4,0.0241,0.4435,0.5,finbert-ft-2026-08-09
stel,2024-12-31,58629,14,0,9,0.0,0.6429,0.0139,0.6495,0.5,finbert-ft-2026-08-09
stt,2020-03-31,14,412,9,18,0.0218,0.0437,0.0437,0.0672,0.5,finbert-ft-2026-08-09
stt,2020-06-30,14,494,25,14,0.0506,0.0283,0.0639,0.0435,0.5,finbert-ft-2026-08-09
stt,2020-09-30,14,378,16,10,0.0423,0.0265,0.0523,0.0391,0.5,finbert-ft-2026-08-09
stt,2020-12-31,14,317,13,15,0.041,0.0473,0.0558,0.0594,0.5,finbert-ft-2026-08-09
stt,2021-03-31,14,494,14,13,0.0283,0.0263,0.0372,0.0501,0.5,finbert-ft-2026-08-09
stt,2021-06-30,14,584,34,21,0.0582,0.036,0.0598,0.0597,0.5,finbert-ft-2026-08-09
stt,2021-09-30,14,546,14,38,0.0256,0.0696,0.0387,0.0889,0.5,finbert-ft-2026-08-09
stt,2021-12-31,14,458,3,7,0.0066,0.0153,0.0232,0.0312,0.5,finbert-ft-2026-08-09
stt,2022-03-31,14,405,10,15,0.0247,0.037,0.0502,0.0528,0.5,finbert-ft-2026-08-09
stt,2022-06-30,14,466,16,12,0.0343,0.0258,0.0475,0.0406,0.5,finbert-ft-2026-08-09
stt,2022-09-30,14,427,13,10,0.0304,0.0234,0.0456,0.0389,0.5,finbert-ft-2026-08-09
stt,2022-12-31,14,401,14,11,0.0349,0.0274,0.045,0.0469,0.5,finbert-ft-2026-08-09
stt,2023-03-31,14,325,11,14,0.0338,0.0431,0.0436,0.0598,0.5,finbert-ft-2026-08-09
stt,2023-06-30,14,509,39,20,0.0766,0.0393,0.0915,0.0553,0.5,finbert-ft-2026-08-09
stt,2023-09-30,14,433,29,20,0.067,0.0462,0.0822,0.0587,0.5,finbert-ft-2026-08-09
stt,2023-12-31,14,426,15,19,0.0352,0.0446,0.0569,0.0603,0.5,finbert-ft-2026-08-09
stt,2024-03-31,14,408,13,37,0.0319,0.0907,0.0503,0.0945,0.5,finbert-ft-2026-08-09
stt,2024-06-30,14,569,13,20,0.0228,0.0351,0.0398,0.0561,0.5,finbert-ft-2026-08-09
stt,2024-09-30,14,471,7,41,0.0149,0.087,0.0371,0.095,0.5,finbert-ft-2026-08-09
stt,2024-12-31,14,576,17,26,0.0295,0.0451,0.048,0.0649,0.5,finbert-ft-2026-08-09
syf,2020-03-31,27314,28,2,5,0.0714,0.1786,0.0506,0.1914,0.5,finbert-ft-2026-08-09
syf,2020-06-30,27314,26,1,5,0.0385,0.1923,0.0548,0.1925,0.5,finbert-ft-2026-08-09
syf,2020-09-30,27314,12,2,5,0.1667,0.4167,0.1702,0.3894,0.5,finbert-ft-2026-08-09
syf,2020-12-31,27314,16,2,5,0.125,0.3125,0.1311,0.3204,0.5,finbert-ft-2026-08-09
syf,2021-03-31,27314,29,0,8,0.0,0.2759,0.0113,0.2618,0.5,finbert-ft-2026-08-09
syf,2021-06-30,27314,21,0,11,0.0,0.5238,0.0093,0.5004,0.5,finbert-ft-2026-08-09
syf,2021-09-30,27314,17,1,6,0.0588,0.3529,0.0562,0.3438,0.5,finbert-ft-2026-08-09
syf,2021-12-31,27314,41,4,9,0.0976,0.2195,0.113,0.2118,0.5,finbert-ft-2026-08-09
syf,2022-03-31,27314,28,0,6,0.0,0.2143,0.0127,0.2125,0.5,finbert-ft-2026-08-09
syf,2022-06-30,27314,43,0,9,0.0,0.2093,0.0155,0.2343,0.5,finbert-ft-2026-08-09
syf,2022-09-30,27314,17,2,5,0.1176,0.2941,0.1245,0.2857,0.5,finbert-ft-2026-08-09
syf,2022-12-31,27314,21,1,7,0.0476,0.3333,0.0986,0.3556,0.5,finbert-ft-2026-08-09
syf,2023-03-31,27314,24,0,7,0.0,0.2917,0.013,0.2847,0.5,finbert-ft-2026-08-09
syf,2023-06-30,27314,101,2,6,0.0198,0.0594,0.0311,0.0706,0.5,finbert-ft-2026-08-09
syf,2023-09-30,27314,72,2,8,0.0278,0.1111,0.0437,0.1432,0.5,finbert-ft-2026-08-09
syf,2023-12-31,27314,73,0,8,0.0,0.1096,0.0101,0.1139,0.5,finbert-ft-2026-08-09
syf,2024-03-31,27314,116,5,14,0.0431,0.1207,0.0399,0.1325,0.5,finbert-ft-2026-08-09
syf,2024-06-30,27314,97,1,10,0.0103,0.1031,0.0222,0.1105,0.5,finbert-ft-2026-08-09
syf,2024-09-30,27314,172,0,25,0.0,0.1453,0.0112,0.1515,0.5,finbert-ft-2026-08-09
syf,2024-12-31,27314,92,0,9,0.0,0.0978,0.0082,0.1189,0.5,finbert-ft-2026-08-09
tcbi,2020-03-31,34383,50,0,2,0.0,0.04,0.0104,0.1251,0.5,finbert-ft-2026-08-09
tcbi,2020-06-30,34383,20,1,8,0.05,0.4,0.1053,0.4075,0.5,finbert-ft-2026-08-09
tcbi,2020-09-30,34383,7,1,3,0.1429,0.4286,0.1627,0.3942,0.5,finbert-ft-2026-08-09
tcbi,2020-12-31,34383,7,0,5,0.0,0.7143,0.0084,0.6791,0.5,finbert-ft-2026-08-09
tcbi,2021-03-31,34383,17,0,7,0.0,0.4118,0.0116,0.425,0.5,finbert-ft-2026-08-09
tcbi,2021-06-30,34383,28,1,14,0.0357,0.5,0.0424,0.5348,0.5,finbert-ft-2026-08-09
tcbi,2021-09-30,34383,11,2,3,0.1818,0.2727,0.1856,0.3029,0.5,finbert-ft-2026-08-09
tcbi,2021-12-31,34383,35,0,5,0.0,0.1429,0.0251,0.1779,0.5,finbert-ft-2026-08-09
tcbi,2022-03-31,34383,42,0,7,0.0,0.1667,0.0252,0.1827,0.5,finbert-ft-2026-08-09
tcbi,2022-06-30,34383,43,0,7,0.0,0.1628,0.0246,0.158,0.5,finbert-ft-2026-08-09
tcbi,2022-09-30,34383,20,0,5,0.0,0.25,0.0088,0.2882,0.5,finbert-ft-2026-08-09
tcbi,2022-12-31,34383,38,0,10,0.0,0.2632,0.0077,0.3002,0.5,finbert-ft-2026-08-09
tcbi,2023-03-31,34383,66,2,2,0.0303,0.0303,0.0398,0.056,0.5,finbert-ft-2026-08-09
tcbi,2023-06-30,34383,187,17,19,0.0909,0.1016,0.0897,0.1168,0.5,finbert-ft-2026-08-09
tcbi,2023-09-30,34383,55,1,7,0.0182,0.1273,0.022,0.1731,0.5,finbert-ft-2026-08-09
tcbi,2023-12-31,34383,96,2,6,0.0208,0.0625,0.0414,0.0908,0.5,finbert-ft-2026-08-09
tcbi,2024-03-31,34383,67,6,5,0.0896,0.0746,0.1092,0.1331,0.5,finbert-ft-2026-08-09
tcbi,2024-06-30,34383,75,3,11,0.04,0.1467,0.0535,0.1546,0.5,finbert-ft-2026-08-09
tcbi,2024-09-30,34383,114,4,10,0.0351,0.0877,0.0464,0.1126,0.5,finbert-ft-2026-08-09
tcbi,2024-12-31,34383,98,1,9,0.0102,0.0918,0.0218,0.1176,0.5,finbert-ft-2026-08-09
tcbk,2020-03-31,21943,15,2,7,0.1333,0.4667,0.1425,0.4455,0.5,finbert-ft-2026-08-09
tcbk,2020-06-30,21943,11,0,6,0.0,0.5455,0.0215,0.4655,0.5,finbert-ft-2026-08-09
tcbk,2020-09-30,21943,7,0,4,0.0,0.5714,0.0094,0.5095,0.5,finbert-ft-2026-08-09
tcbk,2020-12-31,21943,6,1,4,0.1667,0.6667,0.1716,0.5836,0.5,finbert-ft-2026-08-09
tcbk,2021-03-31,21943,4,0,3,0.0,0.75,0.0096,0.6614,0.5,finbert-ft-2026-08-09
tcbk,2021-06-30,21943,11,1,7,0.0909,0.6364,0.0993,0.5459,0.5,finbert-ft-2026-08-09
tcbk,2021-09-30,21943,8,0,6,0.0,0.75,0.0131,0.6861,0.5,finbert-ft-2026-08-09
tcbk,2021-12-31,21943,8,1,3,0.125,0.375,0.0835,0.3369,0.5,finbert-ft-2026-08-09
tcbk,2022-03-31,21943,17,0,11,0.0,0.6471,0.0109,0.5759,0.5,finbert-ft-2026-08-09
tcbk,2022-06-30,21943,20,0,9,0.0,0.45,0.0155,0.4216,0.5,finbert-ft-2026-08-09
tcbk,2022-09-30,21943,11,0,7,0.0,0.6364,0.01,0.5556,0.5,finbert-ft-2026-08-09
tcbk,2022-12-31,21943,7,0,5,0.0,0.7143,0.0119,0.619,0.5,finbert-ft-2026-08-09
tcbk,2023-03-31,21943,11,2,6,0.1818,0.5455,0.1668,0.4057,0.5,finbert-ft-2026-08-09
tcbk,2023-06-30,21943,51,0,6,0.0,0.1176,0.0909,0.1311,0.5,finbert-ft-2026-08-09
tcbk,2023-09-30,21943,25,2,9,0.08,0.36,0.0666,0.3282,0.5,finbert-ft-2026-08-09
tcbk,2023-12-31,21943,34,1,14,0.0294,0.4118,0.0378,0.3981,0.5,finbert-ft-2026-08-09
tcbk,2024-03-31,21943,62,7,11,0.1129,0.1774,0.1227,0.2393,0.5,finbert-ft-2026-08-09
tcbk,2024-06-30,21943,31,0,6,0.0,0.1935,0.0322,0.1954,0.5,finbert-ft-2026-08-09
tcbk,2024-09-30,21943,44,0,12,0.0,0.2727,0.0106,0.2734,0.5,finbert-ft-2026-08-09
tcbk,2024-12-31,21943,30,0,9,0.0,0.3,0.0116,0.2947,0.5,finbert-ft-2026-08-09
tfc,2020-03-31,9846,201,2,24,0.01,0.1194,0.0268,0.1357,0.5,finbert-ft-2026-08-09
tfc,2020-06-30,9846,126,3,23,0.0238,0.1825,0.03,0.2155,0.5,finbert-ft-2026-08-09
tfc,2020-09-30,9846,136,2,12,0.0147,0.0882,0.0251,0.11,0.5,finbert-ft-2026-08-09
tfc,2020-12-31,9846,87,0,20,0.0,0.2299,0.0081,0.2208,0.5,finbert-ft-2026-08-09
tfc,2021-03-31,9846,195,3,24,0.0154,0.1231,0.0235,0.1405,0.5,finbert-ft-2026-08-09
tfc,2021-06-30,9846,186,5,25,0.0269,0.1344,0.029,0.1606,0.5,finbert-ft-2026-08-09
tfc,2021-09-30,9846,135,0,19,0.0,0.1407,0.0132,0.1597,0.5,finbert-ft-2026-08-09
tfc,2021-12-31,9846,149,3,18,0.0201,0.1208,0.0305,0.1505,0.5,finbert-ft-2026-08-09
tfc,2022-03-31,9846,319,11,12,0.0345,0.0376,0.0458,0.0756,0.5,finbert-ft-2026-08-09
tfc,2022-06-30,9846,313,12,18,0.0383,0.0575,0.0482,0.0656,0.5,finbert-ft-2026-08-09
tfc,2022-09-30,9846,332,4,13,0.012,0.0392,0.024,0.0726,0.5,finbert-ft-2026-08-09
tfc,2022-12-31,9846,182,7,21,0.0385,0.1154,0.0525,0.1252,0.5,finbert-ft-2026-08-09
tfc,2023-03-31,9846,272,2,16,0.0074,0.0588,0.0294,0.0873,0.5,finbert-ft-2026-08-09
tfc,2023-06-30,9846,1122,22,16,0.0196,0.0143,0.0295,0.0323,0.5,finbert-ft-2026-08-09
tfc,2023-09-30,9846,1244,29,39,0.0233,0.0314,0.0341,0.0483,0.5,finbert-ft-2026-08-09
tfc,2023-12-31,9846,785,24,32,0.0306,0.0408,0.0397,0.053,0.5,finbert-ft-2026-08-09
tfc,2024-03-31,9846,1151,19,32,0.0165,0.0278,0.0269,0.0441,0.5,finbert-ft-2026-08-09
tfc,2024-06-30,9846,1358,19,36,0.014,0.0265,0.0236,0.0374,0.5,finbert-ft-2026-08-09
tfc,2024-09-30,9846,1296,7,16,0.0054,0.0123,0.0169,0.0259,0.5,finbert-ft-2026-08-09
tfc,2024-12-31,9846,976,8,22,0.0082,0.0225,0.0195,0.0362,0.5,finbert-ft-2026-08-09
tfsl,2020-03-31,30012,10,0,6,0.0,0.6,0.0088,0.5761,0.5,finbert-ft-2026-08-09
tfsl,2020-06-30,30012,8,0,6,0.0,0.75,0.012,0.6332,0.5,finbert-ft-2026-08-09
tfsl,2020-09-30,30012,6,0,4,0.0,0.6667,0.0062,0.6318,0.5,finbert-ft-2026-08-09
tfsl,2020-12-31,30012,3,0,2,0.0,0.6667,0.0072,0.6244,0.5,finbert-ft-2026-08-09
tfsl,2021-03-31,30012,6,0,3,0.0,0.5,0.0058,0.4973,0.5,finbert-ft-2026-08-09
tfsl,2021-06-30,30012,7,0,4,0.0,0.5714,0.0119,0.5177,0.5,finbert-ft-2026-08-09
tfsl,2021-09-30,30012,5,0,4,0.0,0.8,0.0136,0.7073,0.5,finbert-ft-2026-08-09
tfsl,2021-12-31,30012,3,0,2,0.0,0.6667,0.0073,0.6284,0.5,finbert-ft-2026-08-09
tfsl,2022-03-31,30012,6,0,3,0.0,0.5,0.0081,0.4877,0.5,finbert-ft-2026-08-09
tfsl,2022-06-30,30012,6,0,5,0.0,0.8333,0.0132,0.744,0.5,finbert-ft-2026-08-09
tfsl,2022-09-30,30012,6,0,5,0.0,0.8333,0.0059,0.7837,0.5,finbert-ft-2026-08-09
tfsl,2022-12-31,30012,5,0,4,0.0,0.8,0.0141,0.7135,0.5,finbert-ft-2026-08-09
tfsl,2023-03-31,30012,4,0,3,0.0,0.75,0.0068,0.7056,0.5,finbert-ft-2026-08-09
tfsl,2023-06-30,30012,13,0,6,0.0,0.4615,0.0137,0.3831,0.5,finbert-ft-2026-08-09
tfsl,2023-09-30,30012,8,0,6,0.0,0.75,0.0351,0.6344,0.5,finbert-ft-2026-08-09
tfsl,2023-12-31,30012,7,0,6,0.0,0.8571,0.0214,0.723,0.5,finbert-ft-2026-08-09
tfsl,2024-03-31,30012,8,0,5,0.0,0.625,0.017,0.5761,0.5,finbert-ft-2026-08-09
tfsl,2024-06-30,30012,9,0,8,0.0,0.8889,0.0183,0.6833,0.5,finbert-ft-2026-08-09
tfsl,2024-09-30,30012,8,0,7,0.0,0.875,0.0151,0.7618,0.5,finbert-ft-2026-08-09
tfsl,2024-12-31,30012,6,0,4,0.0,0.6667,0.0135,0.6333,0.5,finbert-ft-2026-08-09
trmk,2020-03-31,4988,4,0,1,0.0,0.25,0.0069,0.2465,0.5,finbert-ft-2026-08-09
trmk,2020-06-30,4988,7,0,4,0.0,0.5714,0.0139,0.506,0.5,finbert-ft-2026-08-09
trmk,2020-09-30,4988,5,0,1,0.0,0.2,0.0083,0.2008,0.5,finbert-ft-2026-08-09
trmk,2020-12-31,4988,5,0,3,0.0,0.6,0.0062,0.5709,0.5,finbert-ft-2026-08-09
trmk,2021-03-31,4988,8,0,1,0.0,0.125,0.0075,0.1422,0.5,finbert-ft-2026-08-09
trmk,2021-06-30,4988,5,0,3,0.0,0.6,0.0058,0.5791,0.5,finbert-ft-2026-08-09
trmk,2021-09-30,4988,7,0,1,0.0,0.1429,0.0108,0.2182,0.5,finbert-ft-2026-08-09
trmk,2021-12-31,4988,8,0,5,0.0,0.625,0.0135,0.5968,0.5,finbert-ft-2026-08-09
trmk,2022-03-31,4988,6,1,2,0.1667,0.3333,0.1199,0.3255,0.5,finbert-ft-2026-08-09
trmk,2022-06-30,4988,3,0,2,0.0,0.6667,0.0065,0.6317,0.5,finbert-ft-2026-08-09
trmk,2022-09-30,4988,4,0,1,0.0,0.25,0.0083,0.2488,0.5,finbert-ft-2026-08-09
trmk,2022-12-31,4988,3,0,2,0.0,0.6667,0.0064,0.6323,0.5,finbert-ft-2026-08-09
trmk,2023-03-31,4988,7,0,3,0.0,0.4286,0.0067,0.4284,0.5,finbert-ft-2026-08-09
trmk,2023-06-30,4988,9,0,2,0.0,0.2222,0.0082,0.231,0.5,finbert-ft-2026-08-09
trmk,2023-09-30,4988,11,0,2,0.0,0.1818,0.0135,0.1846,0.5,finbert-ft-2026-08-09
trmk,2023-12-31,4988,11,0,2,0.0,0.1818,0.0071,0.1846,0.5,finbert-ft-2026-08-09
trmk,2024-03-31,4988,6,0,2,0.0,0.3333,0.0072,0.3453,0.5,finbert-ft-2026-08-09
trmk,2024-06-30,4988,12,0,3,0.0,0.25,0.0139,0.252,0.5,finbert-ft-2026-08-09
trmk,2024-09-30,4988,5,0,1,0.0,0.2,0.024,0.2002,0.5,finbert-ft-2026-08-09
trmk,2024-12-31,4988,7,0,4,0.0,0.5714,0.0072,0.5448,0.5,finbert-ft-2026-08-09
ubsi,2020-03-31,22858,10,0,5,0.0,0.5,0.0348,0.4874,0.5,finbert-ft-2026-08-09
ubsi,2020-06-30,22858,14,0,8,0.0,0.5714,0.0118,0.5504,0.5,finbert-ft-2026-08-09
ubsi,2020-09-30,22858,9,0,3,0.0,0.3333,0.0111,0.3523,0.5,finbert-ft-2026-08-09
