bank_id,quarter_end_date,fdic_cert_number,n_scored,n_negative,n_positive,neg_share,pos_share,mean_p_negative,mean_p_positive,threshold,model_version
lob,2021-06-30,58665,17,0,5,0.0,0.2941,0.023,0.319,0.5,finbert-ft-2026-08-09
lob,2021-09-30,58665,14,0,2,0.0,0.1429,0.0426,0.1845,0.5,finbert-ft-2026-08-09
lob,2021-12-31,58665,12,1,2,0.0833,0.1667,0.1027,0.1962,0.5,finbert-ft-2026-08-09
lob,2022-03-31,58665,21,0,6,0.0,0.2857,0.0311,0.2842,0.5,finbert-ft-2026-08-09
lob,2022-06-30,58665,28,0,10,0.0,0.3571,0.0256,0.3746,0.5,finbert-ft-2026-08-09
lob,2022-09-30,58665,29,0,8,0.0,0.2759,0.0165,0.2839,0.5,finbert-ft-2026-08-09
lob,2022-12-31,58665,14,0,3,0.0,0.2143,0.0183,0.2218,0.5,finbert-ft-2026-08-09
lob,2023-03-31,58665,15,0,4,0.0,0.2667,0.0157,0.287,0.5,finbert-ft-2026-08-09
lob,2023-06-30,58665,50,2,5,0.04,0.1,0.0507,0.1185,0.5,finbert-ft-2026-08-09
lob,2023-09-30,58665,32,1,4,0.0312,0.125,0.0436,0.1473,0.5,finbert-ft-2026-08-09
lob,2023-12-31,58665,38,1,3,0.0263,0.0789,0.0455,0.1039,0.5,finbert-ft-2026-08-09
lob,2024-03-31,58665,44,3,4,0.0682,0.0909,0.0686,0.1184,0.5,finbert-ft-2026-08-09
lob,2024-06-30,58665,51,2,4,0.0392,0.0784,0.0511,0.0969,0.5,finbert-ft-2026-08-09
lob,2024-09-30,58665,48,0,12,0.0,0.25,0.0182,0.243,0.5,finbert-ft-2026-08-09
lob,2024-12-31,58665,29,0,4,0.0,0.1379,0.0201,0.1444,0.5,finbert-ft-2026-08-09
mbin,2020-03-31,8056,22,0,9,0.0,0.4091,0.0205,0.5138,0.5,finbert-ft-2026-08-09
mbin,2020-06-30,8056,27,0,13,0.0,0.4815,0.0184,0.5809,0.5,finbert-ft-2026-08-09
mbin,2020-09-30,8056,18,0,13,0.0,0.7222,0.0131,0.765,0.5,finbert-ft-2026-08-09
mbin,2020-12-31,8056,16,0,11,0.0,0.6875,0.0129,0.6736,0.5,finbert-ft-2026-08-09
mbin,2021-03-31,8056,26,2,12,0.0769,0.4615,0.0803,0.5354,0.5,finbert-ft-2026-08-09
mbin,2021-06-30,8056,20,0,13,0.0,0.65,0.0412,0.6722,0.5,finbert-ft-2026-08-09
mbin,2021-09-30,8056,15,2,12,0.1333,0.8,0.1103,0.7752,0.5,finbert-ft-2026-08-09
mbin,2021-12-31,8056,27,0,19,0.0,0.7037,0.1021,0.707,0.5,finbert-ft-2026-08-09
mbin,2022-03-31,8056,26,0,22,0.0,0.8462,0.0233,0.7872,0.5,finbert-ft-2026-08-09
mbin,2022-06-30,8056,39,1,21,0.0256,0.5385,0.031,0.5503,0.5,finbert-ft-2026-08-09
mbin,2022-09-30,8056,25,3,15,0.12,0.6,0.1139,0.5857,0.5,finbert-ft-2026-08-09
mbin,2022-12-31,8056,19,0,14,0.0,0.7368,0.0217,0.6912,0.5,finbert-ft-2026-08-09
mbin,2023-03-31,8056,20,0,12,0.0,0.6,0.0117,0.6389,0.5,finbert-ft-2026-08-09
mbin,2023-06-30,8056,87,1,17,0.0115,0.1954,0.0203,0.2329,0.5,finbert-ft-2026-08-09
mbin,2023-09-30,8056,62,2,17,0.0323,0.2742,0.0497,0.2802,0.5,finbert-ft-2026-08-09
mbin,2023-12-31,8056,36,0,18,0.0,0.5,0.0236,0.5091,0.5,finbert-ft-2026-08-09
mbin,2024-03-31,8056,63,0,24,0.0,0.381,0.0181,0.4141,0.5,finbert-ft-2026-08-09
mbin,2024-06-30,8056,79,2,30,0.0253,0.3797,0.0251,0.408,0.5,finbert-ft-2026-08-09
mbin,2024-09-30,8056,73,3,25,0.0411,0.3425,0.0559,0.343,0.5,finbert-ft-2026-08-09
mbin,2024-12-31,8056,87,8,28,0.092,0.3218,0.104,0.3204,0.5,finbert-ft-2026-08-09
ms,2020-03-31,32992,2494,58,187,0.0233,0.075,0.0339,0.1117,0.5,finbert-ft-2026-08-09
ms,2020-06-30,32992,1471,92,58,0.0625,0.0394,0.0744,0.0627,0.5,finbert-ft-2026-08-09
ms,2020-09-30,32992,1236,25,117,0.0202,0.0947,0.0351,0.1116,0.5,finbert-ft-2026-08-09
ms,2020-12-31,32992,988,34,138,0.0344,0.1397,0.0454,0.1505,0.5,finbert-ft-2026-08-09
ms,2021-03-31,32992,1237,10,120,0.0081,0.097,0.0196,0.1141,0.5,finbert-ft-2026-08-09
ms,2021-06-30,32992,1402,246,91,0.1755,0.0649,0.1376,0.0902,0.5,finbert-ft-2026-08-09
ms,2021-09-30,32992,992,19,39,0.0192,0.0393,0.0307,0.0632,0.5,finbert-ft-2026-08-09
ms,2021-12-31,32992,1123,32,64,0.0285,0.057,0.039,0.0766,0.5,finbert-ft-2026-08-09
ms,2022-03-31,32992,1117,31,87,0.0278,0.0779,0.0398,0.092,0.5,finbert-ft-2026-08-09
ms,2022-06-30,32992,1347,39,39,0.029,0.029,0.0399,0.0479,0.5,finbert-ft-2026-08-09
ms,2022-09-30,32992,1296,84,39,0.0648,0.0301,0.0756,0.0501,0.5,finbert-ft-2026-08-09
ms,2022-12-31,32992,1183,123,36,0.104,0.0304,0.117,0.0498,0.5,finbert-ft-2026-08-09
ms,2023-03-31,32992,1711,87,123,0.0508,0.0719,0.0646,0.0857,0.5,finbert-ft-2026-08-09
ms,2023-06-30,32992,3460,227,107,0.0656,0.0309,0.0808,0.0501,0.5,finbert-ft-2026-08-09
ms,2023-09-30,32992,3564,98,136,0.0275,0.0382,0.0389,0.0584,0.5,finbert-ft-2026-08-09
ms,2023-12-31,32992,2264,105,104,0.0464,0.0459,0.0593,0.0634,0.5,finbert-ft-2026-08-09
ms,2024-03-31,32992,2692,127,133,0.0472,0.0494,0.059,0.072,0.5,finbert-ft-2026-08-09
ms,2024-06-30,32992,2749,76,159,0.0276,0.0578,0.0403,0.0764,0.5,finbert-ft-2026-08-09
ms,2024-09-30,32992,2854,46,115,0.0161,0.0403,0.0306,0.0574,0.5,finbert-ft-2026-08-09
ms,2024-12-31,32992,1748,32,116,0.0183,0.0664,0.0282,0.085,0.5,finbert-ft-2026-08-09
mtb,2020-03-31,588,107,6,28,0.0561,0.2617,0.0951,0.2394,0.5,finbert-ft-2026-08-09
mtb,2020-06-30,588,71,3,21,0.0423,0.2958,0.0602,0.2938,0.5,finbert-ft-2026-08-09
mtb,2020-09-30,588,65,2,10,0.0308,0.1538,0.0514,0.1836,0.5,finbert-ft-2026-08-09
mtb,2020-12-31,588,73,5,8,0.0685,0.1096,0.0802,0.1383,0.5,finbert-ft-2026-08-09
mtb,2021-03-31,588,184,3,75,0.0163,0.4076,0.037,0.415,0.5,finbert-ft-2026-08-09
mtb,2021-06-30,588,102,4,17,0.0392,0.1667,0.0629,0.198,0.5,finbert-ft-2026-08-09
mtb,2021-09-30,588,89,11,15,0.1236,0.1685,0.1788,0.2009,0.5,finbert-ft-2026-08-09
mtb,2021-12-31,588,63,2,16,0.0317,0.254,0.059,0.2748,0.5,finbert-ft-2026-08-09
mtb,2022-03-31,588,107,2,40,0.0187,0.3738,0.0318,0.3977,0.5,finbert-ft-2026-08-09
mtb,2022-06-30,588,178,4,58,0.0225,0.3258,0.0312,0.3704,0.5,finbert-ft-2026-08-09
mtb,2022-09-30,588,162,12,19,0.0741,0.1173,0.1133,0.1583,0.5,finbert-ft-2026-08-09
mtb,2022-12-31,588,73,6,25,0.0822,0.3425,0.0939,0.3891,0.5,finbert-ft-2026-08-09
mtb,2023-03-31,588,97,4,20,0.0412,0.2062,0.0514,0.2317,0.5,finbert-ft-2026-08-09
mtb,2023-06-30,588,368,6,52,0.0163,0.1413,0.0331,0.1869,0.5,finbert-ft-2026-08-09
mtb,2023-09-30,588,239,13,36,0.0544,0.1506,0.0712,0.1764,0.5,finbert-ft-2026-08-09
mtb,2023-12-31,588,152,8,33,0.0526,0.2171,0.0618,0.2425,0.5,finbert-ft-2026-08-09
mtb,2024-03-31,588,270,18,17,0.0667,0.063,0.0772,0.0947,0.5,finbert-ft-2026-08-09
mtb,2024-06-30,588,426,12,33,0.0282,0.0775,0.0419,0.1036,0.5,finbert-ft-2026-08-09
mtb,2024-09-30,588,249,5,25,0.0201,0.1004,0.0391,0.1274,0.5,finbert-ft-2026-08-09
mtb,2024-12-31,588,285,4,27,0.014,0.0947,0.0333,0.1157,0.5,finbert-ft-2026-08-09
nbtb,2020-03-31,7230,10,2,6,0.2,0.6,0.1392,0.5934,0.5,finbert-ft-2026-08-09
nbtb,2020-06-30,7230,12,0,10,0.0,0.8333,0.0088,0.8105,0.5,finbert-ft-2026-08-09
nbtb,2020-09-30,7230,6,0,3,0.0,0.5,0.0175,0.4939,0.5,finbert-ft-2026-08-09
nbtb,2020-12-31,7230,4,0,2,0.0,0.5,0.0168,0.5168,0.5,finbert-ft-2026-08-09
nbtb,2021-03-31,7230,7,0,5,0.0,0.7143,0.0138,0.6874,0.5,finbert-ft-2026-08-09
nbtb,2021-06-30,7230,8,1,5,0.125,0.625,0.106,0.6091,0.5,finbert-ft-2026-08-09
nbtb,2021-09-30,7230,13,0,8,0.0,0.6154,0.0323,0.5896,0.5,finbert-ft-2026-08-09
nbtb,2021-12-31,7230,7,0,5,0.0,0.7143,0.0504,0.5783,0.5,finbert-ft-2026-08-09
nbtb,2022-03-31,7230,10,0,6,0.0,0.6,0.008,0.5849,0.5,finbert-ft-2026-08-09
nbtb,2022-06-30,7230,18,0,15,0.0,0.8333,0.0112,0.7591,0.5,finbert-ft-2026-08-09
nbtb,2022-09-30,7230,6,0,2,0.0,0.3333,0.0232,0.359,0.5,finbert-ft-2026-08-09
nbtb,2022-12-31,7230,10,0,6,0.0,0.6,0.0133,0.6068,0.5,finbert-ft-2026-08-09
nbtb,2023-03-31,7230,7,1,3,0.1429,0.4286,0.1319,0.44,0.5,finbert-ft-2026-08-09
nbtb,2023-06-30,7230,26,0,9,0.0,0.3462,0.0185,0.3643,0.5,finbert-ft-2026-08-09
nbtb,2023-09-30,7230,16,0,8,0.0,0.5,0.014,0.4897,0.5,finbert-ft-2026-08-09
nbtb,2023-12-31,7230,11,0,7,0.0,0.6364,0.0167,0.6397,0.5,finbert-ft-2026-08-09
nbtb,2024-03-31,7230,28,1,8,0.0357,0.2857,0.0454,0.325,0.5,finbert-ft-2026-08-09
nbtb,2024-06-30,7230,22,0,9,0.0,0.4091,0.0135,0.409,0.5,finbert-ft-2026-08-09
nbtb,2024-09-30,7230,26,0,6,0.0,0.2308,0.0098,0.2451,0.5,finbert-ft-2026-08-09
nbtb,2024-12-31,7230,23,1,12,0.0435,0.5217,0.0383,0.5067,0.5,finbert-ft-2026-08-09
nic,2020-03-31,57038,24,0,10,0.0,0.4167,0.0201,0.4011,0.5,finbert-ft-2026-08-09
nic,2020-06-30,57038,21,8,4,0.381,0.1905,0.3814,0.1953,0.5,finbert-ft-2026-08-09
nic,2020-09-30,57038,15,0,3,0.0,0.2,0.0159,0.2116,0.5,finbert-ft-2026-08-09
nic,2020-12-31,57038,5,0,1,0.0,0.2,0.0161,0.2135,0.5,finbert-ft-2026-08-09
nic,2021-03-31,57038,10,0,5,0.0,0.5,0.0187,0.4609,0.5,finbert-ft-2026-08-09
nic,2021-06-30,57038,42,3,15,0.0714,0.3571,0.086,0.3922,0.5,finbert-ft-2026-08-09
nic,2021-09-30,57038,21,0,9,0.0,0.4286,0.0351,0.4814,0.5,finbert-ft-2026-08-09
nic,2021-12-31,57038,15,0,8,0.0,0.5333,0.0516,0.5931,0.5,finbert-ft-2026-08-09
nic,2022-03-31,57038,26,3,8,0.1154,0.3077,0.0787,0.3691,0.5,finbert-ft-2026-08-09
nic,2022-06-30,57038,23,0,3,0.0,0.1304,0.0233,0.203,0.5,finbert-ft-2026-08-09
nic,2022-09-30,57038,21,0,4,0.0,0.1905,0.0316,0.2718,0.5,finbert-ft-2026-08-09
nic,2022-12-31,57038,11,0,1,0.0,0.0909,0.0226,0.1336,0.5,finbert-ft-2026-08-09
nic,2023-03-31,57038,11,2,1,0.1818,0.0909,0.2,0.158,0.5,finbert-ft-2026-08-09
nic,2023-06-30,57038,75,2,6,0.0267,0.08,0.0482,0.1164,0.5,finbert-ft-2026-08-09
nic,2023-09-30,57038,63,0,5,0.0,0.0794,0.0269,0.1049,0.5,finbert-ft-2026-08-09
nic,2023-12-31,57038,8,1,2,0.125,0.25,0.0886,0.2661,0.5,finbert-ft-2026-08-09
nic,2024-03-31,57038,126,2,16,0.0159,0.127,0.0317,0.1472,0.5,finbert-ft-2026-08-09
nic,2024-06-30,57038,31,2,9,0.0645,0.2903,0.0751,0.2975,0.5,finbert-ft-2026-08-09
nic,2024-09-30,57038,31,0,9,0.0,0.2903,0.0115,0.3077,0.5,finbert-ft-2026-08-09
nic,2024-12-31,57038,37,0,8,0.0,0.2162,0.0106,0.2134,0.5,finbert-ft-2026-08-09
ntrs,2020-03-31,913,85,3,4,0.0353,0.0471,0.04,0.084,0.5,finbert-ft-2026-08-09
ntrs,2020-06-30,913,147,2,15,0.0136,0.102,0.0254,0.1263,0.5,finbert-ft-2026-08-09
ntrs,2020-09-30,913,271,1,5,0.0037,0.0185,0.018,0.0461,0.5,finbert-ft-2026-08-09
ntrs,2020-12-31,913,75,3,3,0.04,0.04,0.044,0.084,0.5,finbert-ft-2026-08-09
ntrs,2021-03-31,913,144,5,13,0.0347,0.0903,0.0419,0.1333,0.5,finbert-ft-2026-08-09
ntrs,2021-06-30,913,138,3,13,0.0217,0.0942,0.0297,0.1228,0.5,finbert-ft-2026-08-09
ntrs,2021-09-30,913,291,1,16,0.0034,0.055,0.016,0.0635,0.5,finbert-ft-2026-08-09
ntrs,2021-12-31,913,158,0,15,0.0,0.0949,0.0137,0.1159,0.5,finbert-ft-2026-08-09
ntrs,2022-03-31,913,104,1,8,0.0096,0.0769,0.0213,0.0872,0.5,finbert-ft-2026-08-09
ntrs,2022-06-30,913,125,0,10,0.0,0.08,0.01,0.1057,0.5,finbert-ft-2026-08-09
ntrs,2022-09-30,913,117,3,5,0.0256,0.0427,0.0351,0.0782,0.5,finbert-ft-2026-08-09
ntrs,2022-12-31,913,107,1,13,0.0093,0.1215,0.0179,0.1316,0.5,finbert-ft-2026-08-09
ntrs,2023-03-31,913,88,4,10,0.0455,0.1136,0.0523,0.1233,0.5,finbert-ft-2026-08-09
ntrs,2023-06-30,913,221,2,17,0.009,0.0769,0.0257,0.1071,0.5,finbert-ft-2026-08-09
ntrs,2023-09-30,913,203,23,9,0.1133,0.0443,0.1163,0.074,0.5,finbert-ft-2026-08-09
ntrs,2023-12-31,913,251,9,18,0.0359,0.0717,0.0436,0.0869,0.5,finbert-ft-2026-08-09
ntrs,2024-03-31,913,319,9,20,0.0282,0.0627,0.0373,0.0781,0.5,finbert-ft-2026-08-09
ntrs,2024-06-30,913,350,12,20,0.0343,0.0571,0.046,0.0714,0.5,finbert-ft-2026-08-09
ntrs,2024-09-30,913,225,0,24,0.0,0.1067,0.0125,0.13,0.5,finbert-ft-2026-08-09
ntrs,2024-12-31,913,159,2,21,0.0126,0.1321,0.0187,0.1589,0.5,finbert-ft-2026-08-09
nwbi,2020-03-31,28178,10,0,7,0.0,0.7,0.0086,0.615,0.5,finbert-ft-2026-08-09
nwbi,2020-06-30,28178,14,0,11,0.0,0.7857,0.0263,0.7454,0.5,finbert-ft-2026-08-09
nwbi,2020-09-30,28178,16,0,13,0.0,0.8125,0.0079,0.7509,0.5,finbert-ft-2026-08-09
nwbi,2020-12-31,28178,3,0,2,0.0,0.6667,0.0081,0.6408,0.5,finbert-ft-2026-08-09
nwbi,2021-03-31,28178,2,0,1,0.0,0.5,0.0086,0.4754,0.5,finbert-ft-2026-08-09
nwbi,2021-06-30,28178,8,0,7,0.0,0.875,0.0072,0.824,0.5,finbert-ft-2026-08-09
nwbi,2021-09-30,28178,3,0,2,0.0,0.6667,0.0106,0.6396,0.5,finbert-ft-2026-08-09
nwbi,2021-12-31,28178,3,0,2,0.0,0.6667,0.0084,0.6306,0.5,finbert-ft-2026-08-09
nwbi,2022-03-31,28178,9,0,6,0.0,0.6667,0.0118,0.6672,0.5,finbert-ft-2026-08-09
nwbi,2022-06-30,28178,36,0,8,0.0,0.2222,0.0095,0.2833,0.5,finbert-ft-2026-08-09
nwbi,2022-09-30,28178,7,0,3,0.0,0.4286,0.0082,0.4186,0.5,finbert-ft-2026-08-09
nwbi,2022-12-31,28178,4,0,3,0.0,0.75,0.0103,0.7243,0.5,finbert-ft-2026-08-09
nwbi,2023-03-31,28178,5,0,3,0.0,0.6,0.007,0.5906,0.5,finbert-ft-2026-08-09
nwbi,2023-06-30,28178,37,0,8,0.0,0.2162,0.0233,0.2332,0.5,finbert-ft-2026-08-09
nwbi,2023-09-30,28178,18,0,7,0.0,0.3889,0.0225,0.3989,0.5,finbert-ft-2026-08-09
nwbi,2023-12-31,28178,10,0,2,0.0,0.2,0.0093,0.2352,0.5,finbert-ft-2026-08-09
nwbi,2024-03-31,28178,13,0,7,0.0,0.5385,0.0095,0.5713,0.5,finbert-ft-2026-08-09
nwbi,2024-06-30,28178,18,0,6,0.0,0.3333,0.016,0.3406,0.5,finbert-ft-2026-08-09
nwbi,2024-09-30,28178,20,0,6,0.0,0.3,0.0118,0.3053,0.5,finbert-ft-2026-08-09
nwbi,2024-12-31,28178,17,0,12,0.0,0.7059,0.0083,0.6848,0.5,finbert-ft-2026-08-09
obk,2020-03-31,12614,20,1,7,0.05,0.35,0.065,0.4023,0.5,finbert-ft-2026-08-09
obk,2020-06-30,12614,19,1,5,0.0526,0.2632,0.0633,0.3553,0.5,finbert-ft-2026-08-09
obk,2020-09-30,12614,16,0,5,0.0,0.3125,0.0123,0.345,0.5,finbert-ft-2026-08-09
obk,2020-12-31,12614,10,0,6,0.0,0.6,0.0386,0.596,0.5,finbert-ft-2026-08-09
obk,2021-03-31,12614,12,0,7,0.0,0.5833,0.0181,0.6235,0.5,finbert-ft-2026-08-09
obk,2021-06-30,12614,7,0,6,0.0,0.8571,0.0142,0.8174,0.5,finbert-ft-2026-08-09
obk,2021-09-30,12614,11,0,9,0.0,0.8182,0.0197,0.7749,0.5,finbert-ft-2026-08-09
obk,2021-12-31,12614,16,0,12,0.0,0.75,0.0236,0.7312,0.5,finbert-ft-2026-08-09
obk,2022-03-31,12614,28,0,20,0.0,0.7143,0.0141,0.6882,0.5,finbert-ft-2026-08-09
obk,2022-06-30,12614,34,1,16,0.0294,0.4706,0.0377,0.472,0.5,finbert-ft-2026-08-09
obk,2022-09-30,12614,24,0,15,0.0,0.625,0.0148,0.6303,0.5,finbert-ft-2026-08-09
obk,2022-12-31,12614,13,0,6,0.0,0.4615,0.0204,0.4738,0.5,finbert-ft-2026-08-09
obk,2023-03-31,12614,15,1,7,0.0667,0.4667,0.0783,0.3614,0.5,finbert-ft-2026-08-09
obk,2023-06-30,12614,50,3,16,0.06,0.32,0.0582,0.3915,0.5,finbert-ft-2026-08-09
obk,2023-09-30,12614,31,1,13,0.0323,0.4194,0.0485,0.3917,0.5,finbert-ft-2026-08-09
obk,2023-12-31,12614,19,1,8,0.0526,0.4211,0.0617,0.4118,0.5,finbert-ft-2026-08-09
obk,2024-03-31,12614,34,1,8,0.0294,0.2353,0.0539,0.2705,0.5,finbert-ft-2026-08-09
obk,2024-06-30,12614,31,0,8,0.0,0.2581,0.011,0.3094,0.5,finbert-ft-2026-08-09
obk,2024-09-30,12614,36,0,13,0.0,0.3611,0.0219,0.4074,0.5,finbert-ft-2026-08-09
obk,2024-12-31,12614,39,0,9,0.0,0.2308,0.0245,0.2792,0.5,finbert-ft-2026-08-09
ocfc,2020-03-31,28359,8,0,7,0.0,0.875,0.007,0.8213,0.5,finbert-ft-2026-08-09
ocfc,2020-06-30,28359,11,0,9,0.0,0.8182,0.0066,0.7767,0.5,finbert-ft-2026-08-09
ocfc,2020-09-30,28359,6,0,5,0.0,0.8333,0.0066,0.7314,0.5,finbert-ft-2026-08-09
ocfc,2020-12-31,28359,7,0,5,0.0,0.7143,0.0081,0.6742,0.5,finbert-ft-2026-08-09
ocfc,2021-03-31,28359,5,0,4,0.0,0.8,0.007,0.753,0.5,finbert-ft-2026-08-09
ocfc,2021-06-30,28359,8,0,6,0.0,0.75,0.0069,0.6821,0.5,finbert-ft-2026-08-09
ocfc,2021-09-30,28359,7,0,5,0.0,0.7143,0.0075,0.6872,0.5,finbert-ft-2026-08-09
ocfc,2021-12-31,28359,7,0,6,0.0,0.8571,0.0072,0.8087,0.5,finbert-ft-2026-08-09
ocfc,2022-03-31,28359,9,0,7,0.0,0.7778,0.0074,0.7476,0.5,finbert-ft-2026-08-09
ocfc,2022-06-30,28359,4,0,3,0.0,0.75,0.008,0.7195,0.5,finbert-ft-2026-08-09
ocfc,2022-09-30,28359,3,0,2,0.0,0.6667,0.0082,0.6413,0.5,finbert-ft-2026-08-09
ocfc,2022-12-31,28359,5,0,4,0.0,0.8,0.0078,0.7661,0.5,finbert-ft-2026-08-09
ocfc,2023-03-31,28359,6,0,4,0.0,0.6667,0.0075,0.6501,0.5,finbert-ft-2026-08-09
ocfc,2023-06-30,28359,5,0,4,0.0,0.8,0.0079,0.7664,0.5,finbert-ft-2026-08-09
ocfc,2023-09-30,28359,5,0,4,0.0,0.8,0.0079,0.7668,0.5,finbert-ft-2026-08-09
ocfc,2023-12-31,28359,3,0,2,0.0,0.6667,0.0081,0.6396,0.5,finbert-ft-2026-08-09
ocfc,2024-03-31,28359,4,0,3,0.0,0.75,0.0078,0.7188,0.5,finbert-ft-2026-08-09
ocfc,2024-06-30,28359,4,0,3,0.0,0.75,0.008,0.7189,0.5,finbert-ft-2026-08-09
ocfc,2024-09-30,28359,16,3,10,0.1875,0.625,0.1769,0.6066,0.5,finbert-ft-2026-08-09
ocfc,2024-12-31,28359,7,0,3,0.0,0.4286,0.0072,0.4329,0.5,finbert-ft-2026-08-09
ofg,2020-03-31,31469,44,2,13,0.0455,0.2955,0.0514,0.2968,0.5,finbert-ft-2026-08-09
ofg,2020-06-30,31469,18,2,4,0.1111,0.2222,0.1278,0.2342,0.5,finbert-ft-2026-08-09
ofg,2020-09-30,31469,14,2,2,0.1429,0.1429,0.1325,0.2302,0.5,finbert-ft-2026-08-09
ofg,2020-12-31,31469,17,0,5,0.0,0.2941,0.009,0.3212,0.5,finbert-ft-2026-08-09
ofg,2021-03-31,31469,17,0,5,0.0,0.2941,0.0169,0.325,0.5,finbert-ft-2026-08-09
ofg,2021-06-30,31469,10,0,5,0.0,0.5,0.0151,0.4596,0.5,finbert-ft-2026-08-09
ofg,2021-09-30,31469,21,0,8,0.0,0.381,0.0105,0.3761,0.5,finbert-ft-2026-08-09
ofg,2021-12-31,31469,10,0,4,0.0,0.4,0.0201,0.4221,0.5,finbert-ft-2026-08-09
ofg,2022-03-31,31469,15,1,1,0.0667,0.0667,0.0639,0.1344,0.5,finbert-ft-2026-08-09
ofg,2022-06-30,31469,18,1,4,0.0556,0.2222,0.0696,0.2631,0.5,finbert-ft-2026-08-09
ofg,2022-09-30,31469,6,0,1,0.0,0.1667,0.0109,0.1832,0.5,finbert-ft-2026-08-09
ofg,2022-12-31,31469,9,0,3,0.0,0.3333,0.0624,0.3759,0.5,finbert-ft-2026-08-09
ofg,2023-03-31,31469,12,2,3,0.1667,0.25,0.1518,0.293,0.5,finbert-ft-2026-08-09
ofg,2023-06-30,31469,26,1,8,0.0385,0.3077,0.0754,0.3212,0.5,finbert-ft-2026-08-09
ofg,2023-09-30,31469,31,0,7,0.0,0.2258,0.0357,0.2591,0.5,finbert-ft-2026-08-09
ofg,2023-12-31,31469,30,2,8,0.0667,0.2667,0.1061,0.2959,0.5,finbert-ft-2026-08-09
ofg,2024-03-31,31469,29,0,8,0.0,0.2759,0.025,0.2956,0.5,finbert-ft-2026-08-09
ofg,2024-06-30,31469,43,1,8,0.0233,0.186,0.0578,0.2247,0.5,finbert-ft-2026-08-09
ofg,2024-09-30,31469,45,2,10,0.0444,0.2222,0.0576,0.247,0.5,finbert-ft-2026-08-09
ofg,2024-12-31,31469,37,2,8,0.0541,0.2162,0.0765,0.2508,0.5,finbert-ft-2026-08-09
onb,2020-03-31,3832,37,11,9,0.2973,0.2432,0.3052,0.2368,0.5,finbert-ft-2026-08-09
onb,2020-06-30,3832,18,2,11,0.1111,0.6111,0.0762,0.6074,0.5,finbert-ft-2026-08-09
onb,2020-09-30,3832,20,0,8,0.0,0.4,0.0284,0.4649,0.5,finbert-ft-2026-08-09
onb,2020-12-31,3832,13,0,9,0.0,0.6923,0.0216,0.5858,0.5,finbert-ft-2026-08-09
onb,2021-03-31,3832,19,2,14,0.1053,0.7368,0.0741,0.6321,0.5,finbert-ft-2026-08-09
onb,2021-06-30,3832,36,3,20,0.0833,0.5556,0.0721,0.5273,0.5,finbert-ft-2026-08-09
onb,2021-09-30,3832,19,0,15,0.0,0.7895,0.0217,0.6278,0.5,finbert-ft-2026-08-09
onb,2021-12-31,3832,37,8,13,0.2162,0.3514,0.2254,0.322,0.5,finbert-ft-2026-08-09
onb,2022-03-31,3832,65,0,24,0.0,0.3692,0.016,0.371,0.5,finbert-ft-2026-08-09
onb,2022-06-30,3832,27,1,17,0.037,0.6296,0.0495,0.559,0.5,finbert-ft-2026-08-09
onb,2022-09-30,3832,25,3,11,0.12,0.44,0.1408,0.4193,0.5,finbert-ft-2026-08-09
onb,2022-12-31,3832,22,0,12,0.0,0.5455,0.0325,0.5537,0.5,finbert-ft-2026-08-09
onb,2023-03-31,3832,23,1,11,0.0435,0.4783,0.0499,0.5035,0.5,finbert-ft-2026-08-09
onb,2023-06-30,3832,404,21,36,0.052,0.0891,0.0894,0.1252,0.5,finbert-ft-2026-08-09
onb,2023-09-30,3832,96,1,18,0.0104,0.1875,0.0235,0.2091,0.5,finbert-ft-2026-08-09
onb,2023-12-31,3832,146,3,25,0.0205,0.1712,0.0346,0.1802,0.5,finbert-ft-2026-08-09
onb,2024-03-31,3832,205,12,32,0.0585,0.1561,0.0655,0.1804,0.5,finbert-ft-2026-08-09
onb,2024-06-30,3832,285,8,30,0.0281,0.1053,0.0316,0.1374,0.5,finbert-ft-2026-08-09
onb,2024-09-30,3832,242,1,35,0.0041,0.1446,0.0229,0.1789,0.5,finbert-ft-2026-08-09
onb,2024-12-31,3832,132,0,45,0.0,0.3409,0.0316,0.3456,0.5,finbert-ft-2026-08-09
ozk,2020-03-31,110,22,3,0,0.1364,0.0,0.1576,0.038,0.5,finbert-ft-2026-08-09
ozk,2020-06-30,110,25,2,0,0.08,0.0,0.085,0.0648,0.5,finbert-ft-2026-08-09
ozk,2020-09-30,110,35,2,20,0.0571,0.5714,0.0745,0.5128,0.5,finbert-ft-2026-08-09
ozk,2020-12-31,110,13,0,1,0.0,0.0769,0.0085,0.0754,0.5,finbert-ft-2026-08-09
ozk,2021-03-31,110,23,0,8,0.0,0.3478,0.0077,0.4097,0.5,finbert-ft-2026-08-09
ozk,2021-06-30,110,21,0,4,0.0,0.1905,0.0113,0.2246,0.5,finbert-ft-2026-08-09
ozk,2021-09-30,110,18,0,8,0.0,0.4444,0.0277,0.4674,0.5,finbert-ft-2026-08-09
ozk,2021-12-31,110,28,0,5,0.0,0.1786,0.0161,0.2098,0.5,finbert-ft-2026-08-09
ozk,2022-03-31,110,28,1,6,0.0357,0.2143,0.0366,0.2455,0.5,finbert-ft-2026-08-09
ozk,2022-06-30,110,39,0,9,0.0,0.2308,0.0151,0.2731,0.5,finbert-ft-2026-08-09
